Index,Date,Sermon Title,Primary Speaker,Service Duration,Preaching Start,Preaching End,Audio Size (MB),Status,Transcript Markdown,Trimmed Audio File,Completed At,GUID
176,2023-09-24,The Believer and His Sins,John C. Wood,1:16:50,00:40:09,01:37:20,44.8,SUCCESS,2023-09-24 - The Believer and His Sins.md,2023-09-24 - The Believer and His Sins - Preaching.mp3,2026-09-03 15:47:52,https://s3.amazonaws.com/ccstarchives/xml/0924231
177,2023-09-17,What in the Wilderness?,Chris Weeks,1:16:50,00:32:00,01:06:13,33.1,SUCCESS,2023-09-17 - What in the Wilderness.md,2023-09-17 - What in the Wilderness - Preaching.mp3,2026-09-03 15:54:18,https://s3.amazonaws.com/ccstarchives/xml/0917231
178,2023-09-10,Last Shackle,John C. Wood,1:16:50,00:39:37,01:28:00,46.0,SUCCESS,2023-09-10 - Last Shackle.md,2023-09-10 - Last Shackle - Preaching.mp3,2026-09-03 15:59:29,https://s3.amazonaws.com/ccstarchives/xml/0910231
179,2023-09-03,When We Come Together,John C. Wood,1:16:50,00:40:30,01:31:36,43.1,SUCCESS,2023-09-03 - When We Come Together.md,2023-09-03 - When We Come Together - Preaching.mp3,2026-09-03 16:04:07,https://s3.amazonaws.com/ccstarchives/xml/0903231
180,2023-08-27,Not of This World,Jason Braddock,1:16:50,00:49:20,01:33:00,42.9,SUCCESS,2023-08-27 - Not of This World.md,2023-08-27 - Not of This World - Preaching.mp3,2026-09-03 16:11:31,https://s3.amazonaws.com/ccstarchives/xml/0827231
181,2023-08-20,Trauma in the Life of the Believer (Part 3): When the Journey is Too Great for You,John C. Wood,1:16:50,00:37:00,01:18:49,40.3,SUCCESS,2023-08-20 - Trauma in the Life of the Believer (Part 3)- When the Journey is Too Great for You.md,2023-08-20 - Trauma in the Life of the Believer (Part 3)- When the Journey is Too Great for You - Preaching.mp3,2026-09-03 16:15:08,https://s3.amazonaws.com/ccstarchives/xml/0820231
182,2023-08-13,Trauma in the Life of the Believer (Part 2): Lazarus 2.0,John C. Wood,1:16:50,00:37:00,01:28:50,43.5,SUCCESS,2023-08-13 - Trauma in the Life of the Believer (Part 2)- Lazarus 2.0.md,2023-08-13 - Trauma in the Life of the Believer (Part 2)- Lazarus 2.0 - Preaching.mp3,2026-09-03 16:20:20,https://s3.amazonaws.com/ccstarchives/xml/0813231
183,2023-08-06,Trauma in the Life of the Believer,John C. Wood,1:16:50,00:32:00,01:25:09,39.5,SUCCESS,2023-08-06 - Trauma in the Life of the Believer.md,2023-08-06 - Trauma in the Life of the Believer - Preaching.mp3,2026-09-03 16:40:44,https://s3.amazonaws.com/ccstarchives/xml/0806231
184,2023-07-30,"Displaced, but Not Misplaced",Charles Starks,1:16:50,00:47:31,01:27:59,43.7,SUCCESS,"2023-07-30 - Displaced, but Not Misplaced.md","2023-07-30 - Displaced, but Not Misplaced - Preaching.mp3",2026-09-03 16:51:57,https://s3.amazonaws.com/ccstarchives/xml/0730231
185,2023-07-23,What Is A Christian?,Jason Braddock,1:16:50,00:29:10,01:20:23,38.5,SUCCESS,2023-07-23 - What Is A Christian.md,2023-07-23 - What Is A Christian - Preaching.mp3,2026-09-03 16:57:11,https://s3.amazonaws.com/ccstarchives/xml/0723231
186,2023-07-16,God Uses Storms,John C. Wood,1:16:50,00:40:00,01:21:56,38.0,SUCCESS,2023-07-16 - God Uses Storms.md,2023-07-16 - God Uses Storms - Preaching.mp3,2026-09-03 17:00:24,https://s3.amazonaws.com/ccstarchives/xml/0716231
187,2023-07-09,It Is I,John C. Wood,1:16:50,00:40:39,01:30:53,43.9,SUCCESS,2023-07-09 - It Is I.md,2023-07-09 - It Is I - Preaching.mp3,2026-09-03 17:04:33,https://s3.amazonaws.com/ccstarchives/xml/0709231
188,2023-07-02,Repentance: the daily substance of the believer (Round table),"John C. Wood, Jason, and Charles",1:16:50,00:17:55,01:19:48,39.9,SUCCESS,2023-07-02 - Repentance- the daily substance of the believer (Round table).md,2023-07-02 - Repentance- the daily substance of the believer (Round table) - Preaching.mp3,2026-09-03 17:13:08,https://s3.amazonaws.com/ccstarchives/xml/0702231
189,2023-06-25,Repentance: the daily substance of the believer,John C. Wood,1:16:50,00:35:00,01:23:37,41.4,SUCCESS,2023-06-25 - Repentance- the daily substance of the believer.md,2023-06-25 - Repentance- the daily substance of the believer - Preaching.mp3,2026-09-03 17:19:40,https://s3.amazonaws.com/ccstarchives/xml/0625231
190,2023-06-18,"Abraham, Lot, and all the men in between",John C. Wood,1:16:50,00:48:40,01:29:59,43.5,SUCCESS,"2023-06-18 - Abraham, Lot, and all the men in between.md","2023-06-18 - Abraham, Lot, and all the men in between - Preaching.mp3",2026-09-03 17:26:32,https://s3.amazonaws.com/ccstarchives/xml/0618231
191,2023-06-11,What Do They Offer?,Jason Braddock,1:16:50,00:46:00,01:24:57,41.3,SUCCESS,2023-06-11 - What Do They Offer.md,2023-06-11 - What Do They Offer - Preaching.mp3,2026-09-03 17:37:41,https://s3.amazonaws.com/ccstarchives/xml/0611231
192,2023-06-04,The Stewardship of the Believer Part 1: Abounding to Every Good Work,John C. Wood,1:16:50,00:42:10,01:30:50,44.1,SUCCESS,2023-06-04 - The Stewardship of the Believer Part 1- Abounding to Every Good Work.md,2023-06-04 - The Stewardship of the Believer Part 1- Abounding to Every Good Work - Preaching.mp3,2026-09-03 17:42:32,https://s3.amazonaws.com/ccstarchives/xml/0604231
193,2023-05-28,The God of the Suddenly,John C. Wood,1:16:50,00:32:00,01:20:35,41.0,SUCCESS,2023-05-28 - The God of the Suddenly.md,2023-05-28 - The God of the Suddenly - Preaching.mp3,2026-09-03 17:47:14,https://s3.amazonaws.com/ccstarchives/xml/0528231
194,2023-05-21,Soar,Chris Weeks,1:16:50,00:51:10,01:13:36,34.1,SUCCESS,2023-05-21 - Soar.md,2023-05-21 - Soar - Preaching.mp3,2026-09-03 17:52:01,https://s3.amazonaws.com/ccstarchives/xml/0521231
195,2023-05-07,From Information to Revelation,John C. Wood,1:16:50,00:35:40,01:24:50,40.4,SUCCESS,2023-05-07 - From Information to Revelation.md,2023-05-07 - From Information to Revelation - Preaching.mp3,2026-09-03 17:59:20,https://s3.amazonaws.com/ccstarchives/xml/0507231
196,2023-04-30,The Servant of the Lord,John C. Wood,1:16:50,00:44:14,01:30:59,43.0,SUCCESS,2023-04-30 - The Servant of the Lord.md,2023-04-30 - The Servant of the Lord - Preaching.mp3,2026-09-03 18:04:47,https://s3.amazonaws.com/ccstarchives/xml/0430231
197,2023-04-23,Hovering,Lee McBride,1:16:50,00:48:00,01:35:34,43.8,SUCCESS,2023-04-23 - Hovering.md,2023-04-23 - Hovering - Preaching.mp3,2026-09-03 18:13:20,https://s3.amazonaws.com/ccstarchives/xml/0423231
198,2023-04-16,Abounding Grace,John C. Wood,1:16:50,00:42:20,01:28:29,41.9,SUCCESS,2023-04-16 - Abounding Grace.md,2023-04-16 - Abounding Grace - Preaching.mp3,2026-09-03 18:16:58,https://s3.amazonaws.com/ccstarchives/xml/0416231
199,2023-04-09,Some of Us,John C. Wood,1:16:50,00:32:00,01:17:13,41.9,SUCCESS,2023-04-09 - Some of Us.md,2023-04-09 - Some of Us - Preaching.mp3,2026-09-03 18:24:40,https://s3.amazonaws.com/ccstarchives/xml/0409231
200,2023-04-02,Every Christian Soldier,John C. Wood,1:16:50,00:34:39,01:28:00,42.9,SUCCESS,2023-04-02 - Every Christian Soldier.md,2023-04-02 - Every Christian Soldier - Preaching.mp3,2026-09-03 18:36:19,https://s3.amazonaws.com/ccstarchives/xml/0402231
201,2023-03-26,Suit Up!,Jason Braddock,1:16:50,00:37:40,01:16:51,36.5,SUCCESS,2023-03-26 - Suit Up!.md,2023-03-26 - Suit Up! - Preaching.mp3,2026-09-03 18:39:49,https://s3.amazonaws.com/ccstarchives/xml/0326231
202,2023-03-19,"March 19, 2023",Charles Starks,1:16:50,00:35:17,01:25:04,39.0,SUCCESS,"2023-03-19 - March 19, 2023.md","2023-03-19 - March 19, 2023 - Preaching.mp3",2026-09-03 18:43:32,https://s3.amazonaws.com/ccstarchives/xml/0319231
203,2023-03-12,Praying in the Spirit (Part 2),John C. Wood,1:16:50,00:53:50,01:40:40,47.0,SUCCESS,2023-03-12 - Praying in the Spirit (Part 2).md,2023-03-12 - Praying in the Spirit (Part 2) - Preaching.mp3,2026-09-03 18:47:41,https://s3.amazonaws.com/ccstarchives/xml/0312231
204,2023-03-05,"March 5, 2023",John C. Wood,1:16:50,00:45:08,01:14:50,37.6,SUCCESS,"2023-03-05 - March 5, 2023.md","2023-03-05 - March 5, 2023 - Preaching.mp3",2026-09-03 18:51:06,https://s3.amazonaws.com/ccstarchives/xml/0305231
205,2023-02-26,Praying in the Spirit,John C. Wood,1:16:50,00:35:05,01:33:04,43.3,SUCCESS,2023-02-26 - Praying in the Spirit.md,2023-02-26 - Praying in the Spirit - Preaching.mp3,2026-09-03 18:55:41,https://s3.amazonaws.com/ccstarchives/xml/0226231
206,2023-02-19,Imperatives of the Year to Come (Part 6): The Holy Spirit Visits Us,John C. Wood,1:16:50,00:32:10,01:30:44,43.5,SUCCESS,2023-02-19 - Imperatives of the Year to Come (Part 6)- The Holy Spirit Visits Us.md,2023-02-19 - Imperatives of the Year to Come (Part 6)- The Holy Spirit Visits Us - Preaching.mp3,2026-09-03 18:59:52,https://s3.amazonaws.com/ccstarchives/xml/0219231
207,2023-02-12,Imperatives of the Year to Come (Part 5): The Fullness of the Holy Spirit,John C. Wood,1:16:50,00:32:00,01:28:50,41.6,SUCCESS,2023-02-12 - Imperatives of the Year to Come (Part 5)- The Fullness of the Holy Spirit.md,2023-02-12 - Imperatives of the Year to Come (Part 5)- The Fullness of the Holy Spirit - Preaching.mp3,2026-09-03 19:03:16,https://s3.amazonaws.com/ccstarchives/xml/0212231
208,2023-02-05,Pre-Decide,Chris Weeks,1:16:50,00:43:59,01:16:56,35.5,SUCCESS,2023-02-05 - Pre-Decide.md,2023-02-05 - Pre-Decide - Preaching.mp3,2026-09-03 19:07:19,https://s3.amazonaws.com/ccstarchives/xml/0205231
209,2023-01-29,Do I? Will I? (Part 2),Jason Braddock,1:16:50,00:37:50,01:30:19,41.3,SUCCESS,2023-01-29 - Do I- Will I- (Part 2).md,2023-01-29 - Do I- Will I- (Part 2) - Preaching.mp3,2026-09-03 19:11:29,https://s3.amazonaws.com/ccstarchives/xml/0129231
210,2023-01-22,Imperatives of the Year to Come (Part 4): The Fullness of the Holy Spirit,John C. Wood,1:16:50,00:37:07,01:29:17,40.9,SUCCESS,2023-01-22 - Imperatives of the Year to Come (Part 4)- The Fullness of the Holy Spirit.md,2023-01-22 - Imperatives of the Year to Come (Part 4)- The Fullness of the Holy Spirit - Preaching.mp3,2026-09-03 19:18:44,https://s3.amazonaws.com/ccstarchives/xml/0122231
211,2023-01-15,Imperatives of the Year to Come (Part 3): Where is Levi?,Charles Starks,1:16:50,00:35:44,01:10:39,34.4,SUCCESS,2023-01-15 - Imperatives of the Year to Come (Part 3)- Where is Levi.md,2023-01-15 - Imperatives of the Year to Come (Part 3)- Where is Levi - Preaching.mp3,2026-09-03 19:54:39,https://s3.amazonaws.com/ccstarchives/xml/0115231
212,2023-01-08,Imperatives of the Year to Come (Part 2): Clarity and Discernment,John C. Wood,1:16:50,00:04:04,01:24:38,39.5,SUCCESS,2023-01-08 - Imperatives of the Year to Come (Part 2)- Clarity and Discernment.md,2023-01-08 - Imperatives of the Year to Come (Part 2)- Clarity and Discernment - Preaching.mp3,2026-09-03 20:00:10,https://s3.amazonaws.com/ccstarchives/xml/0108231
213,2023-01-01,Imperatives of the Year to Come (Part 1): Confidence,John C. Wood,1:16:50,00:40:00,01:27:09,43.3,SUCCESS,2023-01-01 - Imperatives of the Year to Come (Part 1)- Confidence.md,2023-01-01 - Imperatives of the Year to Come (Part 1)- Confidence - Preaching.mp3,2026-09-03 20:08:34,https://s3.amazonaws.com/ccstarchives/xml/0101231
214,2022-12-18,Do I? and Will I?,Jason Braddock,1:16:50,00:39:15,00:59:16,30.5,SUCCESS,2022-12-18 - Do I- and Will I.md,2022-12-18 - Do I- and Will I - Preaching.mp3,2026-09-03 20:17:29,https://s3.amazonaws.com/ccstarchives/xml/1218221
215,2022-12-11,The Pursuit and Worship of Christ,John C. Wood,1:16:50,00:32:41,01:28:23,46.1,SUCCESS,2022-12-11 - The Pursuit and Worship of Christ.md,2022-12-11 - The Pursuit and Worship of Christ - Preaching.mp3,2026-09-03 20:43:51,https://s3.amazonaws.com/ccstarchives/xml/1211221
216,2022-12-04,The Best Christmas Present Ever,John C. Wood,1:16:50,01:05:39,01:20:30,37.8,SUCCESS,2022-12-04 - The Best Christmas Present Ever.md,2022-12-04 - The Best Christmas Present Ever - Preaching.mp3,2026-09-03 20:57:59,https://s3.amazonaws.com/ccstarchives/xml/1204221
217,2022-11-27,The DNA of the Thankful,John C. Wood,1:16:50,00:49:44,01:27:59,43.7,SUCCESS,2022-11-27 - The DNA of the Thankful.md,2022-11-27 - The DNA of the Thankful - Preaching.mp3,2026-09-03 21:13:34,https://s3.amazonaws.com/ccstarchives/xml/1127221
218,2022-11-20,A Little While,John C. Wood,1:16:50,00:41:30,01:14:35,37.7,SUCCESS,2022-11-20 - A Little While.md,2022-11-20 - A Little While - Preaching.mp3,2026-09-03 21:17:35,https://s3.amazonaws.com/ccstarchives/xml/1120221
219,2022-11-13,Depression and the Believer (Part 3): Godly Advice from the Well Traveled,John C. Wood,1:16:50,00:31:27,01:25:33,39.2,SUCCESS,2022-11-13 - Depression and the Believer (Part 3)- Godly Advice from the Well Traveled.md,2022-11-13 - Depression and the Believer (Part 3)- Godly Advice from the Well Traveled - Preaching.mp3,2026-09-03 21:24:15,https://s3.amazonaws.com/ccstarchives/xml/1113221
220,2022-11-06,If You Can Use Anything,Jason Braddock,1:16:50,00:40:06,01:19:56,41.1,SUCCESS,2022-11-06 - If You Can Use Anything.md,2022-11-06 - If You Can Use Anything - Preaching.mp3,2026-09-03 21:32:22,https://s3.amazonaws.com/ccstarchives/xml/1106221
221,2022-10-30,Worship Sunday,Pastor,1:16:50,01:04:40,01:19:59,40.2,SUCCESS,2022-10-30 - Worship Sunday.md,2022-10-30 - Worship Sunday - Preaching.mp3,2026-09-03 21:37:54,https://s3.amazonaws.com/ccstarchives/xml/1030221
222,2022-10-23,Depression and the Believer Part 2: Our Part In It,John C. Wood,1:16:50,00:42:07,01:28:51,44.3,SUCCESS,2022-10-23 - Depression and the Believer Part 2- Our Part In It.md,2022-10-23 - Depression and the Believer Part 2- Our Part In It - Preaching.mp3,2026-09-03 21:47:57,https://s3.amazonaws.com/ccstarchives/xml/1023221
223,2022-10-02,Completely Free,John C. Wood,1:16:50,00:28:48,01:20:27,37.4,SUCCESS,2022-10-02 - Completely Free.md,2022-10-02 - Completely Free - Preaching.mp3,2026-09-03 21:59:16,https://s3.amazonaws.com/ccstarchives/xml/1002221
